City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,chinju,35.1928,128.0847,26.9,72,86,0.87,KR,1692926505
367,port douglas,-16.4833,145.4667,23.79,68,6,8.11,AU,1692926506
368,asaita,11.5636,41.4394,31.29,49,100,4.19,ET,1692926507
369,ambodifotatra,-16.9833,49.85,22.86,79,59,2.62,MG,1692926508
370,ta`u,-14.2336,-169.5144,27.01,79,26,6.1,AS,1692926508
371,aral,40.5156,81.2636,25.58,26,0,1.78,CN,1692926509
372,saint-pierre,-21.3393,55.4781,18.82,59,0,3.09,RE,1692926510
373,el granada,37.5027,-122.4694,28.84,72,100,4.63,US,1692926510
374,buka,40.8108,69.1986,22.41,26,0,1.91,UZ,1692926511
375,odacho-oda,35.1833,132.5,32.43,80,74,1.67,JP,1692926512
376,vainode,56.4333,21.8667,11.99,97,100,1.65,LV,1692926512
377,lautoka,-17.6167,177.4667,25.92,50,20,6.17,FJ,1692926513
378,santa rosa,14.3122,121.1114,30.05,82,100,4.01,PH,1692926514
379,caleta de carquin,-11.0925,-77.6267,19.62,82,22,6.06,PE,1692926514
380,puerto baquerizo moreno,-0.9,-89.6,23.64,79,100,3.75,EC,1692926515
381,lompoc,34.6391,-120.4579,27.79,79,40,5.36,US,1692926348
382,agat village,13.3886,144.6585,32.06,77,75,4.63,GU,1692926516
383,codrington,-38.2667,141.9667,14.66,82,90,4.8,AU,1692926517
384,la passe,45.5549,-0.8967,23.13,94,80,5.13,FR,1692926518
385,kovdor,67.5662,30.4758,9.49,86,36,0.45,RU,1692926519
386,banda aceh,5.5577,95.3222,27.15,79,16,1.32,ID,1692926520
387,papao,-17.75,-149.55,27.82,74,0,5.8,PF,1692926521
388,yanam,16.7333,82.2167,26.08,83,99,2.05,IN,1692926522
389,queenstown,-31.8976,26.8753,13.71,26,100,3.37,ZA,1692926522
390,wotho,10.1657,166.0102,28.2,77,94,4.39,MH,1692926523
391,ratnagiri,16.9833,73.3,26.15,82,100,1.0,IN,1692926331
392,altai,46.3722,96.2583,8.79,87,96,1.65,MN,1692926525
393,ketchikan,55.3422,-131.6461,19.26,68,0,6.17,US,1692926433
394,minas de marcona,-15.2119,-75.1103,12.97,85,44,6.07,PE,1692926527
395,stephenville,32.2207,-98.2023,37.44,24,0,0.0,US,1692926528
396,sibundoy,1.2048,-76.9237,13.04,95,53,0.46,CO,1692926529
397,gwaram,11.2764,9.8858,21.74,76,20,2.31,NG,1692926529
398,uenohara,35.6167,139.1167,31.8,56,2,2.28,JP,1692926530
399,magadan,59.5667,150.8,12.52,83,100,4.06,RU,1692926531
400,iskateley,67.6803,53.1512,6.39,92,100,4.83,RU,1692926532
401,miri,4.4148,114.0089,28.08,89,40,1.54,MY,1692926404
402,jayapura,-2.5333,140.7,29.66,64,93,0.64,ID,1692926534
403,choma,-16.8065,26.9531,19.12,33,0,3.31,ZM,1692926535
404,cockburn town,21.4612,-71.1419,28.85,78,22,7.31,TC,1692926536
405,bay minette,30.883,-87.773,30.9,67,7,2.14,US,1692926381
406,dongola,19.1667,30.4833,35.94,16,0,4.17,SD,1692926537
407,selfoss,63.9331,-20.9971,8.36,83,0,1.34,IS,1692926539
408,howard springs,-12.497,131.047,30.46,43,1,5.04,AU,1692926540
409,tabas,33.5959,56.9244,27.51,20,0,1.29,IR,1692926540
410,mutsu,41.2894,141.2169,31.11,67,0,0.35,JP,1692926541
411,egilsstadir,65.2653,-14.3948,8.95,93,0,2.06,IS,1692926542
412,tofol,5.3248,163.0078,28.88,74,75,1.54,FM,1692926542
413,at taj,24.2049,23.2857,29.56,22,5,5.28,LY,1692926543
414,beira,-19.8436,34.8389,20.02,94,8,2.18,MZ,1692926544
415,sao geraldo do araguaia,-6.4006,-48.555,28.53,44,63,1.05,BR,1692926545
416,vernon,50.2581,-119.2691,24.31,42,9,3.58,CA,1692926362
417,rabo de peixe,37.8,-25.5833,19.73,94,75,2.57,PT,1692926546
418,ixtapa-zihuatanejo,17.6333,-101.55,29.05,74,20,0.0,MX,1692926305
419,montepuez,-13.1256,38.9997,18.68,91,0,1.15,MZ,1692926548
420,quintanar del rey,39.3382,-1.9389,23.78,44,0,2.23,ES,1692926548
421,tsiombe,-25.3,45.4833,18.42,96,6,1.99,MG,1692926550
422,tostado,-29.232,-61.7692,13.32,44,0,3.94,AR,1692926551
423,konarka,19.9,86.1167,26.22,78,100,3.79,IN,1692926552
424,hemsby,52.6971,1.6918,17.13,78,100,6.32,GB,1692926552
425,ende,-8.8432,121.6623,27.99,58,6,2.42,ID,1692926553
426,ortega,3.9361,-75.2217,27.86,51,19,2.18,CO,1692926554
427,rundu,-17.9333,19.7667,18.08,23,0,1.2,NA,1692926554
428,brisas de zicatela,15.8369,-97.0419,24.29,73,100,3.09,MX,1692926555
429,argo,37.6333,22.7333,27.66,45,0,1.83,GR,1692926556
430,natal,-5.795,-35.2094,25.12,88,75,3.6,BR,1692926556
431,song cau,13.45,109.2167,30.24,63,72,2.67,VN,1692926557
432,san antonio de pale,-1.4014,5.6325,23.03,91,99,4.89,GQ,1692926558
433,portland,45.5234,-122.6762,33.96,26,20,7.2,US,1692926378
434,spring creek,40.7266,-115.5859,29.83,25,97,2.34,US,1692926474
435,tubarjal,30.4999,38.216,28.08,31,1,5.88,SA,1692926560
436,ameca,20.55,-104.0333,24.62,67,100,0.95,MX,1692926560
437,kashgar,39.4547,75.9797,20.56,52,20,4.0,CN,1692926561
438,uturoa,-16.7333,-151.4333,25.54,76,3,6.24,PF,1692926562
439,gaspe,48.8334,-64.4819,11.95,93,0,1.54,CA,1692926528
440,kananga,-5.8958,22.4178,22.03,51,59,0.85,CD,1692926563
441,cambria,35.5641,-121.0808,25.65,89,37,1.79,US,1692926564
442,palasa,18.7667,84.4167,27.55,79,100,2.32,IN,1692926565
443,conceicao da barra,-18.5933,-39.7322,23.81,89,1,4.86,BR,1692926566
444,nova vicosa,-17.8919,-39.3719,24.1,87,0,6.6,BR,1692926479
445,moyynkum,44.2914,72.9469,23.96,32,2,3.59,KZ,1692926567
446,wobulenzi,0.7283,32.5122,18.09,76,75,1.03,UG,1692926568
447,xilin hot,43.9667,116.0333,13.52,77,95,3.73,CN,1692926570
448,vyazemskiy,47.5378,134.7525,23.8,65,100,2.19,RU,1692926570
449,ugoofaaru,5.6667,73.0,28.07,72,37,3.35,MV,1692926571
450,north myrtle beach,33.816,-78.68,27.29,72,0,3.09,US,1692926375
451,bamboo flat,11.7,92.7167,25.05,94,75,2.57,IN,1692926573
452,masterton,-40.9597,175.6575,12.16,66,99,0.76,NZ,1692926573
453,meadow lake,34.8014,-106.5436,27.86,48,44,5.1,US,1692926574
454,faya-largeau,17.9257,19.1043,30.95,46,100,4.71,TD,1692926574
455,brezina,33.0989,1.2608,28.03,28,0,3.59,DZ,1692926575
456,polyarnyy,69.1989,33.4478,6.66,84,83,0.62,RU,1692926576
457,kamiiso,41.8167,140.65,29.21,89,20,3.09,JP,1692926577
458,amungan,15.3652,119.9582,28.6,77,99,2.12,PH,1692926577
459,smara,26.7384,-11.6719,33.27,36,57,3.94,EH,1692926578
460,kittila,67.6647,24.8936,11.08,93,100,0.0,FI,1692926580
461,eyl,7.9803,49.8164,25.06,72,43,8.15,SO,1692926580
462,luderitz,-26.6481,15.1594,11.61,88,5,3.92,NA,1692926581
463,kaga bandoro,6.9896,19.1874,21.63,97,100,0.67,CF,1692926582
464,zharkent,44.1628,80.0,22.77,30,0,2.01,KZ,1692926583
465,taoudenni,22.6783,-3.9836,35.94,12,3,8.25,ML,1692926477
466,rikaze,29.25,88.8833,12.8,65,100,0.76,CN,1692926584
467,oriximina,-1.7656,-55.8661,27.27,53,10,1.39,BR,1692926585
468,colonia,50.9333,6.95,19.34,89,0,2.06,DE,1692926310
469,nabire,-3.3667,135.4833,28.61,74,88,1.69,ID,1692926586
470,ponta delgada,37.7333,-25.6667,20.4,94,75,2.57,PT,1692926587
471,shadegan,30.6497,48.6647,30.97,8,0,8.21,IR,1692926588
472,port macquarie,-31.4333,152.9167,18.83,57,0,2.11,AU,1692926589
473,katabu,-4.9333,122.5167,29.15,51,96,4.18,ID,1692926589
474,jiangzi,28.95,89.6333,8.91,65,100,1.88,CN,1692926590
475,inhambane,-23.865,35.3833,20.5,90,0,2.23,MZ,1692926591
476,thames,-37.1333,175.5333,12.67,61,100,0.9,NZ,1692926592
477,santa cruz,-17.8,-63.1667,26.7,74,20,3.6,BO,1692926592
478,saint-philippe,-21.3585,55.7679,18.77,82,40,4.65,RE,1692926593
479,alamosa,37.4695,-105.87,23.99,41,0,5.66,US,1692926594
480,pacific grove,36.6177,-121.9166,21.87,85,40,5.14,US,1692926594
481,sim,54.993,57.6982,6.3,81,16,1.46,RU,1692926595
482,derinkuyu,38.3751,34.7342,14.31,38,0,1.18,TR,1692926596
483,mantua,45.1667,10.7833,28.53,84,89,0.45,IT,1692926596
484,yeniseysk,58.4497,92.1703,17.8,66,48,3.5,RU,1692926597
485,angaur state,6.906,134.13,27.94,79,92,5.35,PW,1692926598
486,fort meade,39.1082,-76.7432,25.67,82,100,1.54,US,1692926475
487,zag,46.9441,99.165,8.64,89,100,1.51,MN,1692926600
488,kodiak,57.79,-152.4072,16.73,72,40,3.6,US,1692926600
489,knyaze-volkonskoye,48.4642,135.4567,23.19,74,100,2.38,RU,1692926601
490,olhao,37.0286,-7.8411,28.49,65,0,1.03,PT,1692926602
491,lloydminster,53.2835,-110.0016,16.12,72,75,5.66,CA,1692926603
492,port-vila,-17.7338,168.3219,25.78,57,40,5.66,VU,1692926603
493,nsanje,-16.92,35.262,21.42,66,2,1.64,MW,1692926604
494,pisco,-13.7,-76.2167,19.03,82,100,6.17,PE,1692926605
495,aras-asan,8.8908,126.3033,28.9,71,20,1.05,PH,1692926606
496,yuanping,38.7153,112.7575,20.57,49,100,0.3,CN,1692926606
497,hailar,49.2,119.7,16.6,61,100,3.78,CN,1692926607
498,tinajo,29.0788,-13.7081,23.49,94,100,4.63,ES,1692926608
499,lensk,60.7253,114.9278,18.19,57,100,0.6,RU,1692926608
500,opuwo,-18.0607,13.84,17.43,30,5,2.45,NA,1692926483
501,mecca,21.4267,39.8261,33.67,37,0,1.29,SA,1692926610
502,phang nga,8.4509,98.5298,28.02,79,39,0.93,TH,1692926611
503,kristiansund,63.1115,7.732,13.36,88,24,3.09,NO,1692926613
504,abashiri,44.0213,144.2697,31.16,74,20,1.54,JP,1692926616
505,sihanoukville,10.6093,103.5296,28.97,89,40,0.51,KH,1692926618
506,xiva,41.3783,60.3639,19.99,29,0,3.44,UZ,1692926618
507,jahanabad,25.2167,84.9833,27.91,89,100,2.57,IN,1692926619
508,quellon,-43.1167,-73.6167,4.14,93,20,3.09,CL,1692926620
509,pandan,14.0453,124.1694,30.41,65,100,2.87,PH,1692926620
510,trairi,-3.2778,-39.2689,25.39,85,8,4.17,BR,1692926621
511,mariental,-24.6333,17.9667,15.4,17,75,2.48,NA,1692926622
512,brech,47.7213,-2.9986,16.57,87,8,3.68,FR,1692926623
513,valparaiso,-33.0393,-71.6273,10.8,76,0,2.06,CL,1692926624
514,zhu cheng city,35.995,119.4026,25.82,65,0,3.16,CN,1692926624
515,sheridan,44.8333,-106.9173,31.21,29,0,0.89,US,1692926625
516,oskarshamn,57.2645,16.4484,14.08,76,100,1.6,SE,1692926626
517,rokupr,8.6717,-12.395,23.2,99,100,0.85,SL,1692926626
518,new norfolk,-42.7826,147.0587,12.72,60,63,4.31,AU,1692926627
519,trat,12.5,102.5,25.48,92,100,1.21,TH,1692926517
520,yenisarbademli,37.7078,31.3864,21.04,36,0,1.18,TR,1692926628
521,ouadda,8.0777,22.4007,19.89,96,13,1.48,CF,1692926629
522,banamba,13.55,-7.45,25.01,76,90,1.42,ML,1692926629
523,al hazm,16.1641,44.7769,28.59,30,75,2.25,YE,1692926630
524,antsiranana,-12.2787,49.2917,22.01,79,0,6.81,MG,1692926631
525,lunglei,22.8833,92.7333,20.5,99,100,0.85,IN,1692926632
526,nizhneangarsk,55.7833,109.55,15.07,69,16,0.67,RU,1692926632
527,tidjikja,18.5564,-11.4271,26.68,55,87,2.71,MR,1692926634
528,yuzhno-kurilsk,44.0306,145.8556,22.95,89,100,1.03,RU,1692926634
529,kankan,10.3854,-9.3057,22.61,94,100,1.05,GN,1692926635
530,bayanhongor,46.7167,100.1167,7.51,86,100,2.03,MN,1692926636
531,leer,53.2316,7.461,20.52,95,100,2.98,DE,1692926636
532,camana,-16.6228,-72.7111,17.48,83,49,3.65,PE,1692926637
533,gueret,46.1667,1.8667,22.93,61,74,3.4,FR,1692926638
534,porto torres,40.835,8.3972,22.1,64,0,1.95,IT,1692926638
535,berriane,32.8265,3.7669,29.45,23,1,4.7,DZ,1692926639
536,weno,7.4515,151.8468,30.97,79,100,4.12,FM,1692926640
537,arroyo,41.6096,-4.7969,25.08,35,0,3.09,ES,1692926640
538,isangel,-19.55,169.2667,25.06,73,75,3.09,VU,1692926568
539,singkawang,0.9,109.0,25.49,89,100,1.3,ID,1692926642
540,sawakin,19.1059,37.3321,31.88,61,0,1.17,SD,1692926643
541,ouddorp,51.8117,3.9347,19.99,89,100,3.46,NL,1692926644
542,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1692926644
543,aydintepe,40.3894,40.1506,14.2,83,75,1.64,TR,1692926645
544,merrill,45.1805,-89.6835,23.97,92,100,3.6,US,1692926646
545,mata-utu,-13.2816,-176.1745,27.75,70,4,6.18,WF,1692926647
546,ancud,-41.8697,-73.8203,5.38,78,62,2.61,CL,1692926647
547,rada tilly,-45.9333,-67.5333,7.27,39,0,2.57,AR,1692926648
548,hebi,35.8992,114.1925,24.35,79,95,1.1,CN,1692926649
549,dakhla,23.6848,-15.958,22.25,87,93,4.25,EH,1692926649
550,ivanava,52.1451,25.5365,15.8,76,100,1.15,BY,1692926650
551,cururupu,-1.8283,-44.8683,23.34,89,0,1.78,BR,1692926651
552,ulundi,-28.3352,31.4162,12.64,95,57,2.15,ZA,1692926651
553,fada,9.5667,8.3,20.0,92,78,1.07,NG,1692926652
554,hamilton,39.1834,-84.5333,29.89,83,0,2.57,US,1692926653
555,burlington,39.8835,-74.6413,22.62,95,100,2.06,US,1692926653
556,shimanovsk,52.0,127.7,18.19,64,100,3.9,RU,1692926654
557,ha'il,27.5219,41.6907,28.01,17,0,1.03,SA,1692926655
558,novyy urengoy,66.0833,76.6333,7.28,83,1,6.02,RU,1692926656
559,zayed city,24.3768,54.589,35.0,84,99,2.57,AE,1692926656
560,priozersk,61.0393,30.1291,13.3,89,100,2.68,RU,1692926657
561,namibe,-15.1961,12.1522,17.82,92,37,0.95,AO,1692926537
562,richards bay,-28.783,32.0377,18.24,85,29,6.61,ZA,1692926658
563,slave lake,55.2834,-114.769,17.69,62,2,2.7,CA,1692926598
564,khilok,51.3674,110.4676,16.72,57,68,1.56,RU,1692926660
565,juneau,58.3019,-134.4197,18.0,84,40,4.12,US,1692926485
566,salahonda,2.1019,-78.7217,27.19,80,42,3.08,CO,1692926662
567,pangody,65.85,74.4859,6.61,90,7,6.7,RU,1692926662
568,sandnessjoen,66.0217,12.6316,9.29,89,69,3.21,NO,1692926663
569,tanumah,27.1,44.1333,31.82,12,2,2.02,SA,1692926665
570,sinan,34.8262,126.1086,27.06,85,0,2.02,KR,1692926666
571,galle,6.0367,80.217,26.92,81,99,4.1,LK,1692926667
572,usinsk,65.9939,57.5281,7.19,96,100,6.55,RU,1692926667
573,abeche,13.8292,20.8324,25.49,74,100,1.97,TD,1692926668
574,champerico,14.3,-91.9167,26.39,83,100,2.94,GT,1692926669
575,greenville,35.6127,-77.3663,27.02,68,0,6.17,US,1692926513
576,foundiougne,14.1333,-16.4667,26.87,84,97,2.2,SN,1692926670
577,franklin,39.9667,-83.0166,28.08,85,0,3.6,US,1692926549
578,usogorsk,63.4106,48.6872,8.21,86,100,3.79,RU,1692926671
579,zhengjiatun,43.5064,123.5064,19.57,74,100,3.36,CN,1692926672
580,sikonge,-5.6333,32.7667,20.54,45,6,3.94,TZ,1692926673
581,hoa binh,20.8133,105.3383,26.06,96,100,0.71,VN,1692926673
582,salalah,17.0151,54.0924,25.69,94,100,2.63,OM,1692926674
583,mayskiy,47.6931,40.1025,10.67,45,3,2.52,RU,1692926675
584,ubari,26.5921,12.7805,30.49,29,88,4.95,LY,1692926675
585,sainte-anne-des-monts,49.124,-66.4924,12.93,76,53,5.14,CA,1692926677
586,goderich,43.7501,-81.7165,22.18,94,100,1.03,CA,1692926679
587,jining,35.405,116.5814,24.73,72,1,1.78,CN,1692926680
588,ciudad madero,22.2667,-97.8333,29.11,94,40,6.17,MX,1692926558
589,solhan,38.9634,41.0293,18.76,47,0,1.65,TR,1692926682
590,castillos,-34.1667,-53.8333,6.79,77,100,2.34,UY,1692926682
591,jakar,27.5492,90.7525,15.16,99,100,0.46,BT,1692926683
592,puerto armuelles,8.2833,-82.8667,29.49,74,100,4.47,PA,1692926684
593,colon,9.3592,-79.9014,26.7,86,100,1.72,PA,1692926401
594,san bernardo del viento,9.3533,-75.9524,27.33,80,72,3.45,CO,1692926685
595,haiku-pauwela,20.9219,-156.3051,30.01,59,20,10.8,US,1692926686
596,mitu,1.1983,-70.1733,23.46,91,83,1.22,CO,1692926490
597,summerside,46.3959,-63.7876,15.06,77,5,3.6,CA,1692926687
598,north bend,43.4065,-124.2243,25.13,82,0,3.6,US,1692926688
599,nyurba,63.2842,118.3319,16.85,53,67,2.12,RU,1692926648
